,strike_price,option_type,entry_time,entry_price,exit_time,exit_price,exit_reason,expiry_date,m2m,trade_date,gross_pnl,expenses,interest,net_pnl
,17450,PE,2021-09-14 09:30:00,89.7,2021-09-14 15:15:00,96.8,EOD,2021-09-16,-532.5,2021-09-14,-532.5,15.805875,32.87,-581.175875
,17450,PE,2021-09-15 09:40:00,73.35,2021-09-15 15:15:00,18.5,EOD,2021-09-16,4113.75,2021-09-15,4113.75,7.7842875,32.87,4073.0957125
,17550,PE,2021-09-16 09:30:00,27.75,2021-09-16 15:15:00,0.1,EOD,2021-09-16,2073.75,2021-09-16,2073.75,2.3602875,32.87,2038.5197125
,17750,PE,2021-09-17 09:30:00,120.4,2021-09-17 10:10:00,112.75,Signal Change,2021-09-23,573.750000000001,2021-09-17,573.750000000001,19.7594625,32.87,521.1205375
,17750,CE,2021-09-17 10:10:00,103.2,2021-09-17 10:30:00,120.9,Signal Change,2021-09-23,-1327.5,2021-09-17,-1327.5,18.992475,0,-1346.492475
,17750,PE,2021-09-17 10:30:00,99.65,2021-09-17 10:45:00,96.45,Signal Change,2021-09-23,240,2021-09-17,240,16.619475,0,223.380525
,17750,CE,2021-09-17 10:45:00,124.55,2021-09-17 14:32:00,43.65,Target Hit,2021-09-23,6067.5,2021-09-17,6067.5,14.25495,0,6053.24505
,17550,CE,2021-09-17 14:35:00,117.3,2021-09-17 15:15:00,129.25,EOD,2021-09-23,-896.25,2021-09-17,-896.25,20.8951125,0,-917.1451125
,17500,CE,2021-09-20 09:30:00,98.05,2021-09-20 10:20:00,143.3,Max SL,2021-09-23,-3393.75,2021-09-20,-3393.75,20.4544125,32.87,-3447.0744125
,17500,CE,2021-09-20 14:25:00,91.6,2021-09-20 15:15:00,73.6,EOD,2021-09-23,1350,2021-09-20,1350,14.0007,0,1335.9993
,17450,CE,2021-09-21 09:30:00,108.8,2021-09-21 13:12:00,104.55,Trailing SL,2021-09-23,318.75,2021-09-21,318.75,18.0814125,32.87,267.7985875
,17500,PE,2021-09-21 13:45:00,86.5,2021-09-21 15:15:00,58.05,EOD,2021-09-23,2133.75,2021-09-21,2133.75,12.2506125,0,2121.4993875
,17550,PE,2021-09-22 09:30:00,74.3,2021-09-22 15:15:00,59.1,EOD,2021-09-23,1140,2021-09-22,1140,11.30565,32.87,1095.82435
,17700,PE,2021-09-23 09:40:00,44.45,2021-09-23 15:15:00,0.15,EOD,2021-09-23,3322.5,2021-09-23,3322.5,3.77985,32.87,3285.85015
,17900,PE,2021-09-24 09:30:00,131.55,2021-09-24 15:15:00,135.95,EOD,2021-09-30,-329.999999999998,2021-09-24,-329.999999999998,22.670625,32.87,-385.540624999998
,17850,CE,2021-09-27 14:55:00,94.65,2021-09-27 15:15:00,102.9,EOD,2021-09-30,-618.75,2021-09-27,-618.75,16.7423625,32.87,-668.3623625
,17750,CE,2021-09-28 12:10:00,87.6,2021-09-28 15:02:00,80.55,Trailing SL,2021-09-30,528.75,2021-09-28,528.75,14.2507125,32.87,481.6292875
,17750,CE,2021-09-28 15:05:00,83.6,2021-09-28 15:15:00,96.75,EOD,2021-09-30,-986.250000000001,2021-09-28,-986.250000000001,15.2846625,0,-1001.5346625
,17600,PE,2021-09-29 09:30:00,70.2,2021-09-29 14:40:00,13.85,Signal Change,2021-09-30,4226.25,2021-09-29,4226.25,7.1232375,32.87,4186.2567625
,17750,CE,2021-09-29 14:40:00,80.45,2021-09-29 14:45:00,83.6,Signal Change,2021-09-30,-236.249999999999,2021-09-29,-236.249999999999,13.9032375,0,-250.153237499999
,17800,PE,2021-09-29 14:45:00,68.35,2021-09-29 15:03:00,111.35,Max SL,2021-09-30,-3225,2021-09-29,-3225,15.229575,0,-3240.229575
,17700,PE,2021-09-29 15:05:00,57.1,2021-09-29 15:15:00,65.35,EOD,2021-09-30,-618.749999999999,2021-09-29,-618.749999999999,10.3776375,0,-629.127637499999
,17650,CE,2021-09-30 13:10:00,36.4,2021-09-30 15:15:00,0.35,EOD,2021-09-30,2703.75,2021-09-30,2703.75,3.1145625,32.87,2667.7654375
,17500,CE,2021-10-01 09:30:00,151.7,2021-10-01 11:20:00,151.9,Signal Change,2021-10-07,-15.0000000000013,2021-10-01,-15.0000000000013,25.7301,32.87,-73.6001000000013
,17550,PE,2021-10-01 11:20:00,159.45,2021-10-01 11:25:00,162.7,Signal Change,2021-10-07,-243.75,2021-10-01,-243.75,27.3022125,0,-271.0522125
,17500,CE,2021-10-01 11:25:00,150.65,2021-10-01 11:30:00,146.4,Signal Change,2021-10-07,318.75,2021-10-01,318.75,25.1749875,0,293.5750125
,17500,PE,2021-10-01 11:30:00,142.55,2021-10-01 15:15:00,116.1,EOD,2021-10-07,1983.75,2021-10-01,1983.75,21.9205875,0,1961.8294125
,17600,PE,2021-10-04 09:30:00,110.8,2021-10-04 15:15:00,51.95,EOD,2021-10-07,4413.75,2021-10-04,4413.75,13.7930625,32.87,4367.0869375
,17750,PE,2021-10-05 13:15:00,74.3,2021-10-05 15:15:00,41.4,EOD,2021-10-07,2467.5,2021-10-05,2467.5,9.805575,32.87,2424.824425
,17850,PE,2021-10-06 09:30:00,60.25,2021-10-06 10:00:00,63.9,Signal Change,2021-10-07,-273.75,2021-10-06,-273.75,10.5217125,32.87,-317.1417125
,17850,CE,2021-10-06 10:00:00,69.15,2021-10-06 13:50:00,25.8,Signal Change,2021-10-07,3251.25,2021-10-06,3251.25,8.0470125,0,3243.2029875
,17750,PE,2021-10-06 13:50:00,71.55,2021-10-06 14:36:00,113.35,Max SL,2021-10-07,-3135,2021-10-06,-3135,15.670275,0,-3150.670275
,17700,PE,2021-10-06 14:40:00,75.15,2021-10-06 14:45:00,82.25,Signal Change,2021-10-07,-532.5,2021-10-06,-532.5,13.33965,0,-545.83965
,17650,CE,2021-10-06 14:45:00,75.5,2021-10-06 14:50:00,63.65,Signal Change,2021-10-07,888.75,2021-10-06,888.75,11.7929625,0,876.9570375
,17650,PE,2021-10-06 14:50:00,68.2,2021-10-06 14:55:00,66.8,Signal Change,2021-10-07,105,2021-10-06,105,11.44125,0,93.5587500000004
,17650,CE,2021-10-06 14:55:00,63.55,2021-10-06 15:10:00,70.9,Signal Change,2021-10-07,-551.250000000001,2021-10-06,-551.250000000001,11.3946375,0,-562.644637500001
,17650,PE,2021-10-06 15:10:00,54.6,2021-10-06 15:15:00,62.7,EOD,2021-10-07,-607.5,2021-10-06,-607.5,9.941175,0,-617.441175
,17800,PE,2021-10-07 09:30:00,35.3,2021-10-07 15:15:00,7.9,EOD,2021-10-07,2055,2021-10-07,2055,3.6612,32.87,2018.4688
,17850,PE,2021-10-08 09:30:00,118.25,2021-10-08 15:15:00,88.9,EOD,2021-10-14,2201.25,2021-10-08,2201.25,17.5559625,32.87,2150.8240375
,18000,PE,2021-10-11 11:20:00,92.25,2021-10-11 13:00:00,84.25,Signal Change,2021-10-14,600,2021-10-11,600,14.958375,32.87,552.171625
,18050,CE,2021-10-11 13:00:00,85.35,2021-10-11 15:15:00,54.7,EOD,2021-10-14,2298.75,2021-10-11,2298.75,11.8692375,0,2286.8807625
,17950,CE,2021-10-12 09:30:00,98.2,2021-10-12 11:00:00,74.05,Signal Change,2021-10-14,1811.25,2021-10-12,1811.25,14.5981875,32.87,1763.7818125
,17900,PE,2021-10-12 11:00:00,85.2,2021-10-12 15:15:00,44.75,EOD,2021-10-14,3033.75,2021-10-12,3033.75,11.0132625,0,3022.7367375
,18100,PE,2021-10-13 09:30:00,80.65,2021-10-13 15:15:00,32.55,EOD,2021-10-14,3607.5,2021-10-13,3607.5,9.5937,32.87,3565.0363
,18300,PE,2021-10-14 09:30:00,57.8,2021-10-14 15:15:00,0.15,EOD,2021-10-14,4323.75,2021-10-14,4323.75,4.9112625,32.87,4285.9687375
,18500,PE,2021-10-18 09:30:00,109.5,2021-10-18 12:05:00,107.85,Signal Change,2021-10-21,123.75,2021-10-18,123.75,18.4204125,32.87,72.4595875000004
,18500,CE,2021-10-18 12:05:00,104.1,2021-10-18 12:10:00,106.9,Signal Change,2021-10-21,-210.000000000001,2021-10-18,-210.000000000001,17.88225,0,-227.882250000001
,18500,PE,2021-10-18 12:10:00,105.9,2021-10-18 15:15:00,105.8,EOD,2021-10-21,7.50000000000064,2021-10-18,7.50000000000064,17.941575,0,-10.4415749999994
,18600,PE,2021-10-19 09:30:00,104.2,2021-10-19 10:05:00,151.75,Max SL,2021-10-21,-3566.25,2021-10-19,-3566.25,21.6917625,32.87,-3620.8117625
,18450,PE,2021-10-19 10:10:00,121.8,2021-10-19 10:25:00,84.45,Signal Change,2021-10-21,2801.25,2021-10-19,2801.25,17.4796875,0,2783.7703125
,18500,CE,2021-10-19 10:25:00,94.55,2021-10-19 12:20:00,135,Max SL,2021-10-21,-3033.75,2021-10-19,-3033.75,19.4543625,0,-3053.2043625
,18500,CE,2021-10-19 14:35:00,97.45,2021-10-19 15:15:00,62.5,EOD,2021-10-21,2621.25,2021-10-19,2621.25,13.5557625,0,2607.6942375
,18350,CE,2021-10-20 09:30:00,116.75,2021-10-20 15:15:00,41.8,EOD,2021-10-21,5621.25,2021-10-20,5621.25,13.4371125,32.87,5574.9428875
,18300,CE,2021-10-21 09:30:00,54.4,2021-10-21 11:25:00,9,Signal Change,2021-10-21,3405,2021-10-21,3405,5.37315,32.87,3366.75685
,18150,PE,2021-10-21 11:25:00,50.15,2021-10-21 11:30:00,43.45,Signal Change,2021-10-21,502.5,2021-10-21,502.5,7.9326,0,494.5674
,18150,CE,2021-10-21 11:30:00,58.6,2021-10-21 11:40:00,67.05,Signal Change,2021-10-21,-633.75,2021-10-21,-633.75,10.6488375,0,-644.3988375
,18200,PE,2021-10-21 11:40:00,53.4,2021-10-21 11:45:00,56.05,Signal Change,2021-10-21,-198.75,2021-10-21,-198.75,9.2758875,0,-208.0258875
,18200,CE,2021-10-21 11:45:00,35.05,2021-10-21 12:35:00,15.55,Signal Change,2021-10-21,1462.5,2021-10-21,1462.5,4.28835,0,1458.21165
,18100,PE,2021-10-21 12:35:00,22.5,2021-10-21 12:40:00,22.5,Signal Change,2021-10-21,0,2021-10-21,0,3.81375,0,-3.81375
,18150,CE,2021-10-21 12:40:00,32.5,2021-10-21 13:00:00,50.55,Signal Change,2021-10-21,-1353.75,2021-10-21,-1353.75,7.0384875,0,-1360.7884875
,18150,PE,2021-10-21 13:00:00,25.3,2021-10-21 13:30:00,54,Signal Change,2021-10-21,-2152.5,2021-10-21,-2152.5,6.720675,0,-2159.220675
,18100,CE,2021-10-21 13:30:00,44,2021-10-21 13:40:00,36.75,Signal Change,2021-10-21,543.75,2021-10-21,543.75,6.8435625,0,536.9064375
,18100,PE,2021-10-21 13:40:00,29.3,2021-10-21 14:05:00,31.45,Signal Change,2021-10-21,-161.25,2021-10-21,-161.25,5.1485625,0,-166.3985625
,18050,CE,2021-10-21 14:05:00,54.6,2021-10-21 14:35:00,100.7,Max SL,2021-10-21,-3457.5,2021-10-21,-3457.5,13.161675,0,-3470.661675
,18150,CE,2021-10-21 14:40:00,21.15,2021-10-21 14:50:00,11.9,Signal Change,2021-10-21,693.75,2021-10-21,693.75,2.8009875,0,690.9490125
,18150,PE,2021-10-21 14:50:00,19.7,2021-10-21 15:00:00,2.25,Signal Change,2021-10-21,1308.75,2021-10-21,1308.75,1.8602625,0,1306.8897375
,18200,CE,2021-10-21 15:00:00,5.4,2021-10-21 15:15:00,0.45,EOD,2021-10-21,371.25,2021-10-21,371.25,0.4957875,0,370.7542125
,18300,CE,2021-10-22 09:30:00,131.35,2021-10-22 09:55:00,129.4,Signal Change,2021-10-28,146.249999999999,2021-10-22,146.249999999999,22.0985625,32.87,91.2814374999992
,18250,PE,2021-10-22 09:55:00,126.4,2021-10-22 10:05:00,119.9,Signal Change,2021-10-28,487.5,2021-10-22,487.5,20.873925,0,466.626075
,18300,CE,2021-10-22 10:05:00,132.45,2021-10-22 10:30:00,128.7,Signal Change,2021-10-28,281.25,2021-10-22,281.25,22.1324625,0,259.1175375
,18250,PE,2021-10-22 10:30:00,115.3,2021-10-22 10:40:00,117.05,Signal Change,2021-10-28,-131.25,2021-10-22,-131.25,19.6916625,0,-150.9416625
,18300,CE,2021-10-22 10:40:00,127.8,2021-10-22 10:45:00,123.85,Signal Change,2021-10-28,296.25,2021-10-22,296.25,21.3273375,0,274.9226625
,18250,PE,2021-10-22 10:45:00,121.25,2021-10-22 11:00:00,127.2,Signal Change,2021-10-28,-446.25,2021-10-22,-446.25,21.0561375,0,-467.3061375
,18250,CE,2021-10-22 11:00:00,145.05,2021-10-22 15:15:00,91.1,EOD,2021-10-28,4046.25,2021-10-22,4046.25,20.0137125,0,4026.2362875
,18150,PE,2021-10-25 11:45:00,123.85,2021-10-25 15:15:00,124.25,EOD,2021-10-28,-30.0000000000004,2021-10-25,-30.0000000000004,21.026475,32.87,-83.8964750000004
,18250,PE,2021-10-26 09:55:00,95.4,2021-10-26 10:46:00,146.65,Max SL,2021-10-28,-3843.75,2021-10-26,-3843.75,20.5137375,32.87,-3897.1337375
,18150,PE,2021-10-26 10:50:00,107.25,2021-10-26 15:15:00,39.15,EOD,2021-10-28,5107.5,2021-10-26,5107.5,12.4074,0,5095.0926
,18200,CE,2021-10-27 14:40:00,82.4,2021-10-27 15:15:00,87.6,EOD,2021-10-28,-389.999999999999,2021-10-27,-389.999999999999,14.4075,32.87,-437.277499999999
,18150,CE,2021-10-28 09:30:00,46.05,2021-10-28 15:15:00,0.25,EOD,2021-10-28,3435,2021-10-28,3435,3.923925,32.87,3398.206075
,17700,CE,2021-10-29 09:30:00,198.5,2021-10-29 09:49:00,244.8,Max SL,2021-11-03,-3472.5,2021-10-29,-3472.5,37.569675,32.87,-3542.939675
,17850,CE,2021-10-29 09:50:00,158.65,2021-10-29 14:10:00,78.15,Target Hit,2021-11-03,6037.5,2021-10-29,6037.5,20.0688,0,6017.4312
,17650,CE,2021-10-29 14:15:00,162.2,2021-10-29 14:31:00,203.8,Max SL,2021-11-03,-3120,2021-10-29,-3120,31.0185,0,-3151.0185
,17750,CE,2021-10-29 14:35:00,147.3,2021-10-29 15:15:00,105.8,EOD,2021-11-03,3112.5,2021-10-29,3112.5,21.450225,0,3091.049775
,17900,PE,2021-11-01 14:05:00,68.75,2021-11-01 15:15:00,62.45,EOD,2021-11-03,472.5,2021-11-01,472.5,11.1192,32.87,428.5108
,17950,PE,2021-11-02 09:30:00,69.45,2021-11-02 10:36:00,113.65,Max SL,2021-11-03,-3315,2021-11-02,-3315,15.517725,32.87,-3363.387725
,18000,CE,2021-11-03 09:50:00,39.15,2021-11-03 14:45:00,0.8,Signal Change,2021-11-03,2876.25,2021-11-03,2876.25,3.3857625,32.87,2839.9942375
,17800,PE,2021-11-03 14:45:00,13.8,2021-11-03 14:50:00,11.85,Signal Change,2021-11-03,146.25,2021-11-03,146.25,2.1738375,0,144.0761625
,17800,CE,2021-11-03 14:50:00,22.65,2021-11-03 14:55:00,11.05,Signal Change,2021-11-03,870,2021-11-03,870,2.856075,0,867.143925
,17800,PE,2021-11-03 14:55:00,24.35,2021-11-03 15:15:00,0.65,EOD,2021-11-03,1777.5,2021-11-03,1777.5,2.11875,0,1775.38125
,18000,PE,2021-11-08 12:40:00,96,2021-11-08 15:15:00,62,EOD,2021-11-11,2550,2021-11-08,2550,13.3905,32.87,2503.7395
,18100,PE,2021-11-09 09:40:00,93.65,2021-11-09 13:36:00,149.35,Max SL,2021-11-11,-4177.5,2021-11-09,-4177.5,20.59425,32.87,-4230.96425
,17900,PE,2021-11-10 09:45:00,68.25,2021-11-10 10:25:00,58,Signal Change,2021-11-11,768.75,2021-11-10,768.75,10.6996875,32.87,725.1803125
,17950,CE,2021-11-10 10:25:00,82.85,2021-11-10 10:50:00,78.8,Signal Change,2021-11-11,303.75,2021-11-10,303.75,13.6998375,0,290.0501625
,17950,PE,2021-11-10 10:50:00,76.7,2021-11-10 10:55:00,78.2,Signal Change,2021-11-11,-112.5,2021-11-10,-112.5,13.127775,0,-125.627775
,17950,CE,2021-11-10 10:55:00,76.55,2021-11-10 13:40:00,119.9,Max SL,2021-11-11,-3251.25,2021-11-10,-3251.25,16.6491375,0,-3267.8991375
,18050,CE,2021-11-10 14:00:00,70.3,2021-11-10 15:15:00,44.8,EOD,2021-11-11,1912.5,2021-11-10,1912.5,9.754725,0,1902.745275
,17900,CE,2021-11-11 09:30:00,68.75,2021-11-11 11:30:00,28.3,Signal Change,2021-11-11,3033.75,2021-11-11,3033.75,8.2249875,32.87,2992.6550125
,17850,PE,2021-11-11 11:30:00,47.1,2021-11-11 11:35:00,46.5,Signal Change,2021-11-11,45.0000000000001,2021-11-11,45.0000000000001,7.9326,0,37.0674000000001
,17850,CE,2021-11-11 11:35:00,50.05,2021-11-11 11:55:00,56.5,Signal Change,2021-11-11,-483.75,2021-11-11,-483.75,9.0301125,0,-492.7801125
,17850,PE,2021-11-11 11:55:00,39.6,2021-11-11 12:00:00,30.4,Signal Change,2021-11-11,690,2021-11-11,690,5.9325,0,684.0675
,17900,CE,2021-11-11 12:00:00,38.1,2021-11-11 12:15:00,21.25,Signal Change,2021-11-11,1263.75,2021-11-11,1263.75,5.0299125,0,1258.7200875
,17850,PE,2021-11-11 12:15:00,46.1,2021-11-11 12:20:00,46.35,Signal Change,2021-11-11,-18.75,2021-11-11,-18.75,7.8351375,0,-26.5851375
,17850,CE,2021-11-11 12:20:00,39.4,2021-11-11 12:25:00,44.1,Signal Change,2021-11-11,-352.5,2021-11-11,-352.5,7.076625,0,-359.576625
,17850,PE,2021-11-11 12:25:00,40.7,2021-11-11 12:35:00,39.35,Signal Change,2021-11-11,101.25,2021-11-11,101.25,6.7842375,0,94.4657625000001
,17850,CE,2021-11-11 12:35:00,43.8,2021-11-11 12:40:00,37.65,Signal Change,2021-11-11,461.25,2021-11-11,461.25,6.9028875,0,454.3471125
,17850,PE,2021-11-11 12:40:00,45.35,2021-11-11 15:15:00,0.7,EOD,2021-11-11,3348.75,2021-11-11,3348.75,3.9027375,0,3344.8472625
,18000,PE,2021-11-12 09:30:00,128.05,2021-11-12 15:15:00,66.95,EOD,2021-11-18,4582.5,2021-11-12,4582.5,16.52625,32.87,4533.10375
,18150,PE,2021-11-15 09:30:00,86.05,2021-11-15 11:45:00,131.2,Max SL,2021-11-18,-3386.25,2021-11-15,-3386.25,18.4119375,32.87,-3437.5319375
,18100,CE,2021-11-15 12:00:00,121.6,2021-11-15 15:15:00,120,EOD,2021-11-18,120,2021-11-15,120,20.4756,0,99.5243999999996
,18000,CE,2021-11-16 14:40:00,96.5,2021-11-16 15:15:00,90.35,EOD,2021-11-18,461.25,2021-11-16,461.25,15.8355375,32.87,412.5444625
,17950,CE,2021-11-17 09:30:00,84.7,2021-11-17 15:15:00,34.05,EOD,2021-11-18,3798.75,2021-11-17,3798.75,10.0640625,32.87,3755.8159375
,17850,CE,2021-11-18 09:30:00,70.85,2021-11-18 15:15:00,0.15,EOD,2021-11-18,5302.5,2021-11-18,5302.5,6.01725,32.87,5263.61275
,17650,CE,2021-11-22 09:35:00,141,2021-11-22 12:20:00,57.75,Target Hit,2021-11-25,6243.75,2021-11-22,6243.75,16.8440625,32.87,6194.0359375
,17400,CE,2021-11-22 12:25:00,157.95,2021-11-22 15:10:00,142.25,Trailing SL,2021-11-25,1177.5,2021-11-22,1177.5,25.44195,0,1152.05805
,17400,CE,2021-11-22 15:15:00,132.1,2021-11-23 09:30:00,96.35,Signal Change,2021-11-25,2681.25,2021-11-23,2681.25,19.3611375,32.87,2629.0188625
,17350,PE,2021-11-23 09:30:00,110.7,2021-11-23 14:33:00,30.25,Target Hit,2021-11-25,6033.75,2021-11-23,6033.75,11.9455125,0,6021.8044875
,17550,PE,2021-11-23 14:35:00,100.05,2021-11-23 15:15:00,108.6,EOD,2021-11-25,-641.25,2021-11-23,-641.25,17.6830875,0,-658.9330875
,17500,CE,2021-11-24 14:30:00,67,2021-11-24 15:15:00,22.4,EOD,2021-11-25,3345,2021-11-24,3345,7.57665,32.87,3304.55335
,17400,CE,2021-11-25 09:30:00,48.25,2021-11-25 10:25:00,45,Signal Change,2021-11-25,243.75,2021-11-25,243.75,7.9029375,32.87,202.9770625
,17400,PE,2021-11-25 10:25:00,53.8,2021-11-25 10:50:00,49.5,Signal Change,2021-11-25,322.5,2021-11-25,322.5,8.754675,0,313.745325
,17400,CE,2021-11-25 10:50:00,50.5,2021-11-25 10:55:00,56.9,Signal Change,2021-11-25,-480,2021-11-25,-480,9.10215,0,-489.10215
,17400,PE,2021-11-25 10:55:00,41.9,2021-11-25 11:30:00,22,Signal Change,2021-11-25,1492.5,2021-11-25,1492.5,5.415525,0,1487.084475
,17500,CE,2021-11-25 11:30:00,39.35,2021-11-25 15:15:00,27.85,EOD,2021-11-25,862.5,2021-11-25,862.5,5.6952,0,856.8048
,17300,CE,2021-11-26 09:30:00,147.6,2021-11-26 14:41:00,66.95,Target Hit,2021-12-02,6048.75,2021-11-26,6048.75,18.1831125,32.87,5997.6968875
,17100,CE,2021-11-26 14:45:00,168,2021-11-26 15:15:00,131.8,EOD,2021-12-02,2715,2021-11-26,2715,25.40805,0,2689.59195
,16950,CE,2021-11-29 09:30:00,192.35,2021-11-29 09:36:00,235.8,Max SL,2021-12-02,-3258.75,2021-11-29,-3258.75,36.2857125,32.87,-3327.9057125
,16950,CE,2021-11-29 09:40:00,196.05,2021-11-29 09:45:00,197.8,Signal Change,2021-12-02,-131.25,2021-11-29,-131.25,33.3787875,0,-164.6287875
,17000,PE,2021-11-29 09:45:00,173.6,2021-11-29 09:50:00,153.5,Signal Change,2021-12-02,1507.5,2021-11-29,1507.5,27.721725,0,1479.778275
,17000,CE,2021-11-29 09:50:00,190.6,2021-11-29 11:18:00,236,Max SL,2021-12-02,-3405,2021-11-29,-3405,36.15435,0,-3441.15435
,17200,PE,2021-11-30 09:30:00,120.35,2021-11-30 10:20:00,87.9,Signal Change,2021-12-02,2433.75,2021-11-30,2433.75,17.6491875,32.87,2383.2308125
,17250,CE,2021-11-30 10:20:00,114.3,2021-11-30 10:30:00,144.5,Signal Change,2021-12-02,-2265,2021-11-30,-2265,21.9333,0,-2286.9333
,17300,PE,2021-11-30 10:30:00,104.55,2021-11-30 10:35:00,102.15,Signal Change,2021-12-02,179.999999999999,2021-11-30,179.999999999999,17.517825,0,162.482174999999
,17300,CE,2021-11-30 10:35:00,116.8,2021-11-30 11:15:00,46.95,Signal Change,2021-12-02,5238.75,2021-11-30,5238.75,13.8778125,0,5224.8721875
,17150,PE,2021-11-30 11:15:00,123.4,2021-11-30 11:33:00,169.5,Max SL,2021-12-02,-3457.5,2021-11-30,-3457.5,24.823275,0,-3482.323275
,17050,PE,2021-11-30 11:35:00,127.6,2021-11-30 11:50:00,128.05,Signal Change,2021-12-02,-33.7500000000013,2021-11-30,-33.7500000000013,21.6663375,0,-55.4163375000013
,17050,CE,2021-11-30 11:50:00,126.25,2021-11-30 12:00:00,141.65,Signal Change,2021-12-02,-1155,2021-11-30,-1155,22.704525,0,-1177.704525
,17100,PE,2021-11-30 12:00:00,128.7,2021-11-30 12:05:00,130.95,Signal Change,2021-12-02,-168.75,2021-11-30,-168.75,22.0053375,0,-190.7553375
,17100,CE,2021-11-30 12:05:00,112.8,2021-11-30 14:01:00,154.85,Max SL,2021-12-02,-3153.75,2021-11-30,-3153.75,22.6833375,0,-3176.4333375
,17200,PE,2021-12-01 09:30:00,105.15,2021-12-01 09:55:00,128.2,Signal Change,2021-12-02,-1728.75,2021-12-01,-1728.75,19.7764125,32.87,-1781.3964125
,17150,CE,2021-12-01 09:55:00,95.45,2021-12-01 14:00:00,81,Signal Change,2021-12-02,1083.75,2021-12-01,1083.75,14.9541375,0,1068.7958625
,17100,PE,2021-12-01 14:00:00,66.25,2021-12-01 15:15:00,35.7,EOD,2021-12-02,2291.25,2021-12-01,2291.25,8.6402625,0,2282.6097375
,17300,PE,2021-12-02 10:50:00,56.8,2021-12-02 15:15:00,0.1,EOD,2021-12-02,4252.5,2021-12-02,4252.5,4.822275,32.87,4214.807725
,17450,CE,2021-12-03 09:30:00,157.8,2021-12-03 12:49:00,74.85,Target Hit,2021-12-09,6221.25,2021-12-03,6221.25,19.7170875,32.87,6168.6629125
,17300,CE,2021-12-03 13:05:00,153.5,2021-12-03 15:15:00,101,EOD,2021-12-09,3937.5,2021-12-03,3937.5,21.568875,0,3915.931125
,17150,CE,2021-12-06 09:30:00,162.05,2021-12-06 12:50:00,97.2,Signal Change,2021-12-09,4863.75,2021-12-06,4863.75,21.9714375,32.87,4808.9085625
,17050,PE,2021-12-06 12:50:00,121.8,2021-12-06 12:55:00,120.05,Signal Change,2021-12-09,131.25,2021-12-06,131.25,20.4967875,0,110.7532125
,17050,CE,2021-12-06 12:55:00,148.45,2021-12-06 14:25:00,107,Signal Change,2021-12-09,3108.75,2021-12-06,3108.75,21.6493875,0,3087.1006125
,17000,PE,2021-12-06 14:25:00,124.25,2021-12-06 15:04:00,166.4,Max SL,2021-12-09,-3161.25,2021-12-06,-3161.25,24.6325875,0,-3185.8825875
,16950,PE,2021-12-06 15:05:00,133.3,2021-12-06 15:15:00,141.7,EOD,2021-12-09,-629.999999999998,2021-12-06,-629.999999999998,23.30625,0,-653.306249999998
,17050,PE,2021-12-07 09:30:00,137.45,2021-12-07 11:46:00,55.95,Target Hit,2021-12-09,6112.5,2021-12-07,6112.5,16.39065,32.87,6063.23935
,17150,PE,2021-12-07 11:50:00,94.3,2021-12-07 15:15:00,80.4,EOD,2021-12-09,1042.5,2021-12-07,1042.5,14.805825,0,1027.694175
,17350,PE,2021-12-08 09:30:00,66.85,2021-12-08 15:15:00,20.85,EOD,2021-12-09,3450,2021-12-08,3450,7.432575,32.87,3409.697425
,17500,PE,2021-12-09 13:00:00,20.9,2021-12-09 15:15:00,0.45,EOD,2021-12-09,1533.75,2021-12-09,1533.75,1.8094125,32.87,1499.0705875
,17500,CE,2021-12-10 15:00:00,118.9,2021-12-10 15:15:00,146.65,EOD,2021-12-16,-2081.25,2021-12-10,-2081.25,22.5053625,32.87,-2136.6253625
,17650,CE,2021-12-13 09:30:00,105.55,2021-12-13 15:15:00,32,EOD,2021-12-16,5516.25,2021-12-13,5516.25,11.6573625,32.87,5471.7226375
,17350,CE,2021-12-14 09:30:00,89.45,2021-12-14 15:15:00,84.4,EOD,2021-12-16,378.75,2021-12-14,378.75,14.7337875,32.87,331.1462125
,17200,CE,2021-12-15 11:00:00,92.95,2021-12-15 14:11:00,136.65,Max SL,2021-12-16,-3277.5,2021-12-15,-3277.5,19.4586,32.87,-3329.8286
,17300,PE,2021-12-16 09:30:00,41.15,2021-12-16 09:50:00,53.75,Signal Change,2021-12-16,-945,2021-12-16,-945,8.042775,32.87,-985.912775
,17300,CE,2021-12-16 09:50:00,48.5,2021-12-16 15:15:00,0.2,EOD,2021-12-16,3622.5,2021-12-16,3622.5,4.127325,0,3618.372675
,17150,CE,2021-12-17 09:50:00,136.9,2021-12-17 15:15:00,80.25,EOD,2021-12-23,4248.75,2021-12-17,4248.75,18.4034625,32.87,4197.4765375
,16650,CE,2021-12-20 09:30:00,182.15,2021-12-20 11:34:00,99.55,Target Hit,2021-12-23,6195,2021-12-20,6195,23.874075,32.87,6138.255925
,16550,CE,2021-12-20 11:35:00,149.45,2021-12-20 12:10:00,145.2,Signal Change,2021-12-23,318.75,2021-12-20,318.75,24.9715875,0,293.7784125
,16550,PE,2021-12-20 12:10:00,132.7,2021-12-20 12:36:00,181.35,Max SL,2021-12-23,-3648.75,2021-12-20,-3648.75,26.6157375,0,-3675.3657375
